2.9215125484,3.7705616649,0.4293783924
3.7991734952,2.7378539429,0.2920336079
4.2641525619,2.0825919625,-2.1299624777
2.8581030542,5.5748488013,-2.3138213319
1.2402264946,3.5172233738,1.0332181961
1.5619116950,3.9522535120,-1.1371298123
5.6950310809,5.6670144898,7.8091285542
3.1778276655,0.9301449964,0.7901526622
1.6568207086,1.0097452286,3.9973194950
0.7397281473,3.2596439934,0.7436372663
4.2517673503,4.8021009770,2.6569572948
1.0690159607,5.9478195388,-4.6059376138
2.5183681984,3.6202408710,0.7681537188
4.8388765933,2.7148283439,-2.2865172645
4.0558836912,0.9967655559,-2.4492726474
4.7284476166,0.4708181626,-5.4521161927
5.0708996938,0.8882229778,-3.9939730047
5.7012202420,4.8123073533,6.8598706078
4.0794609088,0.7154072498,-2.9822158648
0.7418251391,1.5033160422,5.3015245913
0.1236111282,4.8530603104,-5.0012211745
1.7477774123,4.1806305862,-2.2697945599
0.5161064442,3.1131376616,-0.1773510545
2.3442254115,6.0021427349,-1.6234585252
4.9827270310,3.2110042875,-0.9815931283
3.6767604528,2.6944796768,0.6123998897
4.1520831229,3.0909080976,-0.1709012900
1.6527125383,5.9309516953,-1.9811078088
5.1492964616,0.7300652995,-3.7223447815
3.2263747549,3.0125487191,1.3863517297
2.1828287515,3.0588379470,1.9325027614
1.4201114032,5.7541345145,-2.3860622048
2.1205059506,0.7838789202,1.4765651217
1.0747018169,0.6279555764,3.7159957333
2.0342146585,0.9342084245,1.4877234622
3.1784417611,3.8969931599,0.3291113289
1.5584655431,0.8048683310,5.1615540896
2.4493382005,2.2760853665,1.3015221286
2.6622747046,0.8624862339,-1.0184393119
3.7743908638,4.5851429264,0.9642592446
5.5215793364,0.1971362184,-6.1143674026
2.2608889594,1.3675846575,-0.7754473318
2.1676437558,3.7849477272,0.1145105806
3.3152969951,5.9873779399,-1.0141369160
4.6758609693,0.8347790597,-5.3140788567
4.8989655020,2.2764679035,-3.3735045300
0.3013148094,0.9670538105,3.5355130339
5.9282018605,5.2470073084,7.9239940763
4.7889231640,3.3732382158,-0.2814304373
3.7734615997,0.4068342286,-0.5516491094
